Property_ID,Listing_Date,City,Locality,Property_Type,BHK,Built_Up_Area_sqft,Carpet_Area_sqft,Age_Years,Floor,Total_Floors,Bathrooms,Parking_Spaces,Furnishing_Status,Facing,Gated_Community,Distance_to_Metro_km,Distance_to_CBD_km,Nearby_Schools,Crime_Index,Amenities_Score,Monthly_Maintenance_INR,Seller_Type,Loan_Available,Annual_Property_Tax_INR,Price_Lakhs
PROP-10542,2026-07-14,Delhi NCR,Faridabad,Independent House,3,1244.4,897.9,5,Ground,3,3,2,Semi-Furnished,West,Yes,8.85,11.52,7,41.1,7.2,2700,Builder,Yes,43000,135.21
PROP-10543,2025-10-27,Hyderabad,Madhapur,Villa,4,1678.4,1302.7,9,Ground,1,4,1,Unfurnished,North-East,Yes,8.28,14.16,5,18.6,3.3,3480,Builder,Yes,40600,133.1
PROP-10544,2025-03-27,Hyderabad,Kondapur,Apartment,3,1856.9,1359.2,21,1,5,2,3,Unfurnished,East,No,4.73,19.3,1,53.5,1.9,7190,Owner,Yes,60800,105.92
PROP-10545,2026-02-17,Hyderabad,Kondapur,Apartment,2,1335.8,1127.4,5,Ground,6,2,1,Unfurnished,South-East,Yes,0.2,15.63,10,33.3,8.7,4490,Broker,Yes,40500,113.32
PROP-10546,2025-03-29,Chennai,OMR,Studio,1,805.0,,18,3rd,4,1,1,Unfurnished,West,Yes,0.2,12.33,10,40.7,9.8,2780,Broker,No,29900,46.32
PROP-10547,2025-06-06,Hyderabad,Manikonda,Apartment,2,1195.2,1027.0,16,3,22,1,2,Semi-Furnished,South,Yes,6.0,8.26,1,54.7,7.8,6420,Builder,Yes,32400,108.81
PROP-10548,2025-11-15,Delhi NCR,Dwarka,Apartment,2,618.1,453.7,31,6,6,2,2,Semi-Furnished,North,Yes,6.12,18.03,5,49.1,6.8,2480,Owner,Yes,13300,44.63
PROP-10549,2026-01-05,Pune,Hadapsar,Independent House,1,586.6,490.8,0,Ground,3,1,2,Unfurnished,West,Yes,2.09,23.47,2,77.4,9.2,2380,Builder,Yes,15800,70.76
PROP-10550,2026-03-17,Delhi NCR,Noida,Apartment,2,1119.2,891.7,,1st,2,2,1,Furnished,South-East,Yes,2.02,14.22,8,41.9,9.1,5100,Broker,Yes,29700,103.88
PROP-10551,2025-09-12,Pune,Kharadi,Independent House,2,1384.3,1043.8,25,1,3,1,2,Unfurnished,North-East,Yes,8.13,12.51,3,41.5,4.1,5560,Broker,Yes,52500,105.53
PROP-10552,2025-05-30,Chennai,OMR,Villa,3,1797.3,1292.8,19,Ground,1,3,0,Unfurnished,South,Yes,3.71,11.35,5,35.4,6.3,7740,Owner,Yes,39400,143.78
PROP-10553,2025-10-10,Bengaluru,Electronic City,Apartment,4,1921.2,1456.2,,3,4,4,1,Furnished,South,Yes,7.3,24.25,7,46.4,4.8,7790,Owner,Yes,65300,162.5
PROP-10554,2025-09-08,Bengaluru,Marathahalli,Independent House,1,628.9,454.2,3,Ground,2,1,2,Semi-Furnished,South-East,Yes,5.01,18.96,4,27.3,7.2,2510,Broker,Yes,18400,76.59
PROP-10555,2026-02-16,Pune,Hadapsar,Independent House,3,2110.2,1673.3,1,Ground,1,2,1,,North-East,Yes,2.75,20.23,2,52.6,8.3,9860,Builder,Yes,62300,177.72
PROP-10556,2026-07-16,Bengaluru,Marathahalli,Apartment,2,990.3,717.1,16,10,16,2,1,Furnished,North,Yes,5.65,25.37,3,62.6,6.7,3600,Owner,Yes,23900,81.4
PROP-10557,2025-01-07,hyderabad,Kondapur,Apartment,2,1032.8,778.4,27,28,29,2,0,Furnished,North-East,Yes,,1.86,8,41.2,2.5,2940,Owner,Yes,22700,22.29
PROP-10558,2025-05-16,Chennai,Porur,Apartment,3,1607.1,1159.2,9,14,23,4,2,Unfurnished,North,No,4.78,4.15,3,31.7,,7360,Broker,Yes,35500,136.31
PROP-10559,2026-03-02,Hyderabad,Kukatpally,Apartment,2,1357.7,973.1,21,13,20,2,2,Furnished,South,Yes,,13.82,8,56.0,10,4710,Builder,Yes,26800,99.19
PROP-10560,2025-10-30,Hyderabad,Manikonda,Villa,5,,3086.6,18,3rd,3,6,1,Semi-Furnished,West,Yes,2.22,3.95,4,23.7,6.1,20860,Broker,Yes,90400,345.65
PROP-10561,2025-03-27,Pune,Hinjewadi,Independent House,2,911.2,657.3,0,1,1,3,2,Furnished,North,Yes,2.48,12.27,2,42.3,7.8,4560,Owner,Yes,25900,96.94
PROP-10562,2025-01-25,Bengaluru,Electronic City,Independent House,1,628.8,483.1,11,Ground,1,2,1,Semi-Furnished,South-East,Yes,3.26,13.03,2,27.9,4.6,2000,Builder,Yes,13800,36.83
PROP-10563,2025-06-13,Chennai,OMR,Apartment,3,1682.0,1168.8,0,7,7,4,1,Unfurnished,South-East,No,0.64,6.67,5,32.8,8.5,8040,Owner,Yes,40400,147.03
PROP-10564,2026-01-22,Pune,Baner,Apartment,3,1201.1,982.8,18,2,3,2,1,SEMI-FURNISHED,North,Yes,9.79,18.95,3,42.2,5.2,2780,Broker,Yes,23900,87.34
PROP-10565,2026-06-23,Hyderabad,Kondapur,Villa,4,2579.7,1777.0,9,2,2,3,1,Unfurnished,West,Yes,5.69,20.44,9,21.3,6.2,12260,Builder,Yes,85800,216.05
PROP-10566,2025-10-30,Hyderabad,Gachibowli,Independent House,2,1108.8,859.5,,2,3,2,1,Semi-Furnished,South,Yes,0.2,4.93,8,60.8,,3160,Owner,Yes,30600,76.14
PROP-10567,2025-02-13,Pune,Wakad,Apartment,2,1059.0,856.8,17,27,34,2,0,Furnished,East,Yes,9.09,4.21,4,63.3,6.3,2700,Broker,Yes,24300,71.88
PROP-10568,2025-05-18,Bengaluru,Yelahanka,Villa,3,1117.2,952.6,10,2,4,3,2,Semi-Furnished,North-East,Yes,4.42,23.98,11,28.5,8.4,4960,Owner,Yes,32400,144.99
PROP-10569,2026-04-11,Delhi NCR,Gurugram,Apartment,2,983.4,844.5,20,14,14,2,1,Semi-Furnished,East,Yes,0.47,11.97,11,60.6,9.4,4740,Broker,Yes,38600,79.11
PROP-10570,2026-02-21,Pune,Hadapsar,Studio,1,447.5,323.7,19,1,2,1,0,Semi-Furnished,North,No,7.5,28.57,9,32.3,5.9,2400,Broker,Yes,16900,18
PROP-10571,2025-01-04,Chennai,Tambaram,Independent House,1,736.3,632.9,28,3rd,3,1,2,Semi-Furnished,North,Yes,2.12,19.02,11,16.1,7.3,3590,Owner,No,28100,51.18
PROP-10572,2025-09-03,Pune,Wakad,Apartment,1,544.4,400.7,13,3,19,1,1,Semi-Furnished,East,No,5.53,3.43,6,28.1,7.0,1390,Builder,Yes,10800,68.92
PROP-10573,2025-02-13,Bengaluru,Marathahalli,Apartment,2,1354.7,1099.4,12,26,35,1,2,Semi-Furnished,East,Yes,8.01,10.58,12,41.2,,3160,Broker,Yes,61300,109.19
PROP-10574,2026-07-29,Delhi NCR,Dwarka,Apartment,4,2105.4,1465.1,10,2nd,30,4,0,Unfurnished,South,Yes,4.24,12.27,6,46.4,5.9,8430,Owner,Yes,66500,161.23
PROP-10575,2025-05-08,Hyderabad,Kondapur,Studio,1,697.4,595.2,3,Ground,3,2,3,Semi-Furnished,East,Yes,,15.0,8,40.4,4.8,2390,Builder,Yes,22800,66.33
PROP-10576,2026-04-13,Chennai,Tambaram,Independent House,3,1284.8,1103.4,6,Ground,2,3,3,Semi-Furnished,South,Yes,4.21,6.04,10,30.0,4.7,6200,Broker,Yes,46800,140.69
PROP-10577,2026-03-17,Pune,Kharadi,Apartment,2,702.5,509.0,22,4,7,1,2,Furnished,North-East,Yes,6.94,12.78,2,47.9,6.6,3470,Broker,Yes,23700,26.81
PROP-10578,2025-01-18,Bengaluru,Whitefield,Studio,1,548.8,419.9,6,1st,1,1,1,Furnished,South-East,Yes,5.79,8.63,10,33.2,5.7,1570,Broker,Yes,25600,50.48
PROP-10579,2026-07-30,Delhi NCR,Gurugram,Independent House,5,3205.4,2261.8,6,2nd,4,5,1,Semi-Furnished,North-East,Yes,2.42,15.71,12,,6.4,10280,Owner,No,83300,259.02
PROP-10580,2026-02-05,Pune,Kharadi,Villa,4,2465.3,1815.6,0,1,2,4,1,Semi-Furnished,East,No,11.2,11.44,0,75.9,6.3,11420,Builder,Yes,68800,195.1
PROP-10581,2025-07-20,Bengaluru,Whitefield,Apartment,5,2724.6,1892.5,12,Ground,22,4,3,Semi-Furnished,North,Yes,4.3,19.23,9,65.5,8.7,5970,Owner,Yes,106400,237.53
PROP-10582,2025-02-18,Pune,Hinjewadi,Villa,3,,1040.8,18,3rd,3,3,2,Semi-Furnished,West,Yes,5.21,8.21,8,33.6,8.2,5300,Owner,Yes,35700,113.3
PROP-10583,2025-06-18,Pune,Hadapsar,Apartment,3,2198.6,1762.0,12,3rd,13,3,0,Unfurnished,East,Yes,6.81,11.51,6,,8.8,5010,Builder,Yes,80100,143.1
PROP-10584,2025-04-07,Bengaluru,Electronic City,Villa,3,1629.0,1258.2,7,3rd,3,3,1,Furnished,North-East,Yes,3.26,13.3,2,47.1,8.4,4060,Owner,Yes,79500,172.39
PROP-10585,2026-03-06,Bengaluru,Whitefield,Apartment,2,1049.9,802.9,13,7,10,2,2,Unfurnished,South,Yes,7.17,4.87,7,58.8,5.6,5140,Builder,Yes,37700,66.01
PROP-10586,2025-05-02,Bengaluru,Yelahanka,Apartment,3,1420.1,1187.2,11,8,8,3,1,furnished,West,Yes,10.9,15.04,11,68.4,10,5770,Owner,Yes,57500,134.52
PROP-10587,2026-04-04,Chennai,Anna Nagar,Independent House,3,1823.2,1504.8,3,1,1,3,1,,South,yes,2.78,8.97,2,55.7,8.2,9220,Owner,Yes,54100,152.71
PROP-10588,2025-12-05,HYDERABAD,Gachibowli,Apartment,3,1287.9,916.1,13,24,30,4,3,Semi-Furnished,North-East,No,4.59,12.64,9,58.8,,6490,Broker,Yes,51600,99.58
PROP-10589,2026-03-28,Delhi NCR,Noida,Apartment,3,1922.1,1546.3,7,4,19,3,2,Unfurnished,South-East,Yes,,12.65,1,38.3,9.3,7520,Owner,Yes,85900,164.89
PROP-10590,2025-06-07,Pune,Baner,Apartment,2,986.1,807.1,8,12,18,1,3,Unfurnished,South-East,Yes,4.17,4.17,7,47.3,6.3,4120,Broker,Yes,32000,94.19
PROP-10591,2025-10-14,Hyderabad,Manikonda,Apartment,3,1549.3,1201.9,0,1,1,3,1,Semi-Furnished,North,Yes,8.54,4.82,6,25.7,9.1,6820,Owner,Yes,32500,149.84
PROP-10592,2025-06-18,Delhi NCR,Dwarka,Apartment,4,2786.2,2091.8,5,5,19,4,1,Unfurnished,North-East,No,3.59,20.56,3,18.8,6.6,14940,Broker,No,81600,203.02
PROP-10593,2026-01-14,Pune,Wakad,Apartment,3,1438.4,1024.2,0,5,25,4,1,Furnished,South,No,5.5,21.97,12,39.1,4.8,7210,Broker,Yes,46400,128.01
PROP-10594,2025-08-30,Hyderabad,Kukatpally,Independent House,3,1453.2,992.2,5,1st,3,3,1,Unfurnished,South-East,No,8.25,14.74,1,36.4,8.0,3740,,Yes,37800,119.47
PROP-10595,2025-06-03,Hyderabad,Madhapur,Apartment,2,955.4,705.8,17,3,7,2,1,Unfurnished,West,Yes,60.29,6.47,3,47.3,5.1,2970,Builder,Yes,39000,62.17
PROP-10596,2025-12-05,Delhi NCR,Gurugram,Apartment,2,978.8,746.0,0,30,34,3,0,Semi-Furnished,South,No,0.2,20.12,3,42.6,7.1,4890,Owner,Yes,23300,84.28
PROP-10597,2025-10-22,Delhi NCR,Faridabad,Apartment,5,3469.4,2618.7,1,28,35,5,1,Unfurnished,West,Yes,0.2,12.22,10,37.8,10.0,15840,Owner,Yes,150800,294.36
PROP-10598,2025-01-06,Delhi NCR,Gurugram,Independent House,2,1394.7,1031.8,19,Ground,1,2,1,Unfurnished,South-East,No,9.66,18.11,10,47.2,8.7,6830,Broker,Yes,30700,82.84
PROP-10599,2025-01-07,Bengaluru,Yelahanka,Apartment,3,1383.7,965.9,7,33,34,4,1,Semi-Furnished,South-East,Yes,0.2,13.54,3,11.7,9.2,6590,Owner,Yes,45600,168.62
PROP-10600,2026-07-21,Chennai,Porur,Apartment,4,,870.0,12,2nd,7,3,1,Semi-Furnished,South-East,Yes,10.73,12.46,6,48.6,6.9,4800,Owner,Yes,27600,82.47
PROP-10601,2026-04-10,Hyderabad,Kondapur,Villa,3,1437.8,1023.5,0,3,3,3,2,Semi-Furnished,South-East,Yes,6.06,16.56,9,55.3,6.6,5990,Owner,Yes,49000,138.52
PROP-10602,2025-04-14,Hyderabad,Gachibowli,Apartment,2,932.6,707.9,31,7,13,2,2,Semi-Furnished,South,No,7.36,19.06,2,35.6,8.5,4830,Builder,Yes,20600,71.16
PROP-10603,2026-02-07,Chennai,Tambaram,Apartment,2,950.5,799.7,8,22,24,2,2,Furnished,North-East,Yes,,11.43,6,60.5,9.4,3440,Broker,Yes,20000,114.97
PROP-10604,2025-05-22,Hyderabad,Madhapur,Apartment,5,2749.2,2115.9,8,Ground,29,5,1,Semi-Furnished,South,Yes,3.2,13.83,7,76.4,7.5,12410,Builder,Yes,103400,179.67
PROP-10605,2026-01-17,Pune,Hadapsar,Apartment,2,1170.6,816.8,0,23,26,1,1,Unfurnished,North,Yes,0.55,10.31,10,56.5,5.6,4410,Owner,Yes,24800,91.0
PROP-10606,2025-06-21,Pune,Hinjewadi,Villa,5,3310.0,2721.7,34,1,2,6,2,Semi-Furnished,North,Yes,3.93,5.39,3,68.6,9.0,17380,Builder,Yes,101800,232.03
PROP-10607,2025-04-29,Chennai,Tambaram,Villa,4,2420.4,1766.6,12,Ground,2,5,2,Furnished,North-East,Yes,2.57,14.4,9,20.1,7.2,5820,Owner,Yes,82600,239.66
PROP-10608,2025-08-08,Chennai,Anna Nagar,Apartment,3,1837.3,1295.5,,1,8,2,1,Unfurnished,North,Yes,8.55,17.21,5,43.7,4.8,8560,Broker,Yes,58100,80.69
PROP-10609,2025-05-18,Pune,Baner,Apartment,2,1168.2,931.2,9,16,20,1,1,Semi-Furnished,South,Yes,3.55,25.58,10,26.6,8.7,6110,Broker,Yes,27800,84.69
PROP-10610,2026-01-11,Delhi NCR,Ghaziabad,Apartment,4,2402.5,2063.8,4,Ground,1,5,1,Unfurnished,South-East,Yes,7.41,18.9,3,17.2,8.2,7120,Owner,Yes,69500,194.77
PROP-10611,2025-05-10,Chennai,Velachery,Apartment,1,878.5,720.5,40,3rd,4,2,1,Unfurnished,West,Yes,7.1,21.92,7,34.0,,3080,Broker,Yes,19800,18
PROP-10612,2025-12-23,Hyderabad,Madhapur,Apartment,4,2015.0,1670.5,4,1st,19,3,0,Semi-Furnished,West,No,0.47,2.49,7,31.2,2.8,6200,Builder,Yes,69000,172.51
PROP-10613,2025-06-15,Bengaluru,Electronic City,Independent House,2,1105.8,913.2,5,Ground,1,1,1,Semi-Furnished,North-East,Yes,6.39,25.72,11,47.4,4.7,2600,,Yes,26300,92.63
PROP-10614,2026-02-15,Hyderabad,Madhapur,Apartment,2,1058.1,725.3,5,2nd,30,1,1,Unfurnished,North,Yes,0.2,13.87,0,48.5,7.8,5710,Broker,Yes,24100,81.43
PROP-10615,2026-03-24,Chennai,OMR,Apartment,2,832.0,667.0,22,19,28,2,1,Unfurnished,North-East,Yes,6.35,23.41,12,47.0,9.1,4060,Broker,Yes,19200,42.59
PROP-10616,2025-09-26,Bengaluru,Whitefield,Apartment,4,2287.0,1843.1,7,13,26,4,0,Furnished,South-East,Yes,4.93,13.9,0,13.5,5.0,8310,Broker,Yes,97100,189.28
PROP-10617,2026-05-20,Pune,Hadapsar,Apartment,3,1575.2,1250.1,0,1st,1,2,1,Unfurnished,East,Yes,0.2,13.35,4,28.9,5.1,5890,Broker,Yes,44500,122.55
PROP-10618,2025-10-24,Pune,Hinjewadi,Independent House,2,949.2,740.5,7,Ground,1,2,1,FURNISHED ,West,Yes,8.07,12.98,2,53.6,7.4,2600,Owner,Yes,28100,70.44
PROP-10619,2026-07-13,Delhi NCR,Ghaziabad,Apartment,1,588.3,417.5,0,Ground,9,1,1,Semi-Furnished,North-East,No,,17.94,2,29.5,3.2,2480,Owner,Yes,25300,58.93
PROP-10620,2025-05-22,Pune,Hadapsar,Apartment,3,1355.4,1137.5,11,1,8,2,2,Semi-Furnished,South-East,Yes,1.26,10.95,0,64.8,8.8,7310,Broker,No,31500,98.72
PROP-10621,2025-03-28,Hyderabad,Madhapur,Apartment,3,1634.1,1397.3,32,Ground,1,2,2,Unfurnished,North,Yes,2.71,22.88,2,50.6,5.6,3760,Owner,Yes,54800,74.63
PROP-10622,2025-09-12,Chennai,Porur,Villa,4,2168.1,1639.6,13,4,4,4,2,Unfurnished,North,Yes,3.73,13.95,12,49.9,9.4,5190,Owner,Yes,65000,200.65
PROP-10623,2025-06-05,Bengaluru,Yelahanka,Apartment,2,985.5,835.3,12,5,26,2,1,Furnished,West,Yes,3.87,22.9,6,17.6,6.3,5200,Owner,Yes,35200,107.83
PROP-10624,2026-06-24,Hyderabad,Kondapur,Apartment,4,2237.0,1754.7,9,8,35,3,1,Semi-Furnished,South,Yes,9.45,4.75,3,,4.1,5550,Builder,Yes,93500,137.33
PROP-10625,2026-06-08,Pune,Baner,Apartment,4,2331.4,2004.5,11,11,16,5,1,Unfurnished,South,Yes,6.58,16.54,11,41.6,7.2,6190,Builder,No,55100,147.01
PROP-10626,2025-09-22,Hyderabad,Kondapur,Apartment,5,3883.3,3165.2,3,10,28,4,2,Semi-Furnished,East,Yes,4.87,7.02,1,35.3,4.0,19950,Broker,Yes,118000,262.59
PROP-10627,2025-09-12,Pune,Hadapsar,Apartment,3,1984.4,1658.8,6,1st,10,3,1,Semi-Furnished,North,No,7.26,5.24,6,14.8,2.2,7760,Owner,Yes,68100,123.13
PROP-10628,2025-03-14,Pune,Wakad,Independent House,2,906.6,667.4,12,2,3,1,0,Semi-Furnished,South-East,Yes,3.9,19.21,12,,5.3,4020,Owner,Yes,22000,62.58
PROP-10629,2025-09-14,Bengaluru,Whitefield,Apartment,3,1556.0,1168.7,0,13,16,3,0,Semi-Furnished,East,Yes,8.37,16.27,0,65.1,7.7,6230,Broker,Yes,75900,121.48
PROP-10630,2025-01-30,Bengaluru,HSR Layout,Villa,4,2570.6,2005.7,38,1st,3,4,1,Furnished,West,No,,5.59,9,70.5,1.0,12050,Broker,Yes,91500,206.4
PROP-10631,2026-04-08,Hyderabad,Madhapur,Apartment,2,976.5,775.4,12,22,22,2,0,Semi-Furnished,East,Yes,0.5,26.57,0,33.8,4.4,2500,Builder,Yes,24500,81.8
PROP-10632,2025-05-11,Bengaluru,Marathahalli,Apartment,2,852.7,590.2,12,1,7,3,2,Unfurnished,North-East,Yes,5.03,14.27,8,41.9,9.5,3250,Owner,Yes,42100,93.35
PROP-10633,2025-12-21,Hyderabad,Manikonda,Apartment,4,1547.5,1056.1,14,4,29,4,2,Furnished,South-East,No,9.54,18.72,2,60.5,6.5,4330,Broker,Yes,36300,128.56
PROP-10634,2025-10-20,Pune,Baner,Apartment,5,1925.5,,5,4,20,4,2,Semi-Furnished,South,Yes,6.7,18.3,12,31.5,8.8,4060,Broker,Yes,59600,161.96
PROP-10635,2025-06-20,Bengaluru,Electronic City,Independent House,4,2392.7,1710.4,11,2,4,5,2,Semi-Furnished,West,Yes,0.4,4.64,1,9.2,8.5,8120,Builder,Yes,94500,261.78
PROP-10636,2025-08-24,Pune,Baner,Villa,4,2352.7,1980.0,8,1,1,3,1,Semi-Furnished,South,Yes,5.22,3.87,3,24.1,6.1,11540,Builder,No,56200,215.06
PROP-10637,2026-07-20,Hyderabad,Gachibowli,Apartment,3,1298.4,949.9,14,11,28,3,1,Unfurnished,South-East,No,4.55,20.87,8,46.9,8.1,4240,Builder,Yes,30100,83.34
PROP-10638,2026-05-06,Delhi NCR,Dwarka,Apartment,3,1235.2,872.7,0,24,35,4,1,Semi-Furnished,North-East,Yes,5.85,15.9,12,9.2,6.9,6760,Builder,Yes,29300,121.85
PROP-10639,2026-07-17,Delhi NCR,Noida,Apartment,2,1188.9,1019.6,0,22,25,2,1,Unfurnished,South,No,2.17,5.96,2,30.3,5.5,5670,Builder,Yes,44600,92.97
PROP-10640,2026-07-26,Delhi NCR,Ghaziabad,Apartment,2,1268.8,1060.8,20,2nd,14,1,2,Unfurnished,South,Yes,2.41,16.03,8,42.1,5.6,3050,Broker,Yes,47100,101.4
PROP-10641,2025-11-13,Pune,Baner,Apartment,3,1624.7,1217.0,4,1,4,3,2,Semi-Furnished,South-East,No,0.2,7.23,12,25.4,5.9,7520,Broker,Yes,33900,150.62
PROP-10642,2025-10-03,Pune,Hinjewadi,Apartment,2,,845.2,24,Ground,12,2,2,Unfurnished,East,No,5.46,7.12,1,33.0,3.6,2230,Owner,No,26000,74.19
PROP-10643,2026-07-16,Hyderabad,Kukatpally,Independent House,2,1120.4,931.4,11,1st,2,2,1,Unfurnished,North-East,No,7.06,10.72,9,22.9,6.2,2300,Broker,Yes,31700,82.86
PROP-10644,2025-01-24,Chennai,Tambaram,Apartment,2,988.8,780.4,11,7,34,2,1,Semi-Furnished,South-East,Yes,0.85,8.49,5,32.0,7.9,3230,Broker,Yes,37500,86.97
PROP-10645,2025-04-03,Hyderabad,Gachibowli,Independent House,2,1285.8,,0,1st,2,1,1,Unfurnished,North-East,Yes,5.62,15.59,7,29.7,9.0,6940,Builder,Yes,32100,112.85
PROP-10646,2025-05-16,Pune,Hinjewadi,Apartment,3,1728.5,1435.1,3,4,26,3,1,Unfurnished,North-East,No,3.95,8.79,7,60.4,8.7,9480,Broker,Yes,42600,129.89
PROP-10647,2025-05-20,Pune,Wakad,Apartment,4,2606.2,2009.5,43,2,10,4,1,Unfurnished,North-East,Yes,4.68,10.98,6,46.7,10,8330,Builder,Yes,53000,144.57
PROP-10648,2026-07-30,Bengaluru,Yelahanka,Apartment,4,1275.9,1071.0,8,11,34,4,2,Semi-Furnished,South,Yes,5.92,16.21,8,41.8,10,4220,Owner,Yes,39800,137.27
PROP-10649,2025-11-18,Chennai,OMR,Apartment,3,1928.3,1604.1,7,1st,7,3,0,Furnished,South-East,Yes,11.01,8.94,7,61.6,8.1,5200,Builder,Yes,52400,143.49
PROP-10650,2025-05-25,Delhi NCR,Gurugram,Independent House,3,1559.3,1148.0,6,2,2,3,1,Semi-Furnished,West,Yes,0.2,8.82,7,34.7,7.4,7120,Broker,Yes,53000,146.36
PROP-10651,2025-09-05,Hyderabad,Madhapur,Independent House,2,1297.7,899.0,2,Ground,1,2,2,Semi-Furnished,West,Yes,6.31,20.68,4,49.5,10,6190,Owner,Yes,47200,127.59
PROP-10652,2025-02-18,Hyderabad,Madhapur,Studio,1,590.0,447.5,9,2,2,1,2,Semi-Furnished,North-East,Yes,,19.07,6,67.7,10,2480,Broker,Yes,12600,51.38
PROP-10653,2025-08-28,Hyderabad,Kukatpally,Independent House,3,1311.1,970.8,14,1st,4,3,2,Unfurnished,North,Yes,1.99,23.83,1,63.7,7.9,4040,,No,26800,119.02
PROP-10654,2026-03-25,Chennai,Anna Nagar,Apartment,5,3124.0,2135.1,6,1,25,5,1,Unfurnished,South-East,Yes,7.23,18.83,4,35.2,6.9,8180,Builder,Yes,63700,207.09
PROP-10655,2025-10-17,Chennai,Tambaram,Apartment,5,4068.3,3322.7,10,Ground,4,5,0,Unfurnished,South-East,No,7.34,9.92,12,28.3,3.2,79595,Owner,Yes,73300,244.77
PROP-10656,2025-10-12,Bengaluru,Electronic City,Independent House,3,1439.7,1121.7,20,Ground,3,3,2,Furnished,North,Yes,2.62,1.0,9,67.1,7.6,6510,Builder,No,35400,153.11
PROP-10657,2026-02-22,Delhi NCR,Noida,Apartment,3,1400.7,968.7,0,3,7,3,2,Semi-Furnished,South,No,1.27,22.65,3,62.5,4.1,4470,Builder,Yes,29500,113.94
PROP-10658,2026-01-19,Pune,Baner,Apartment,4,,1670.7,6,15,29,4,0,Semi-Furnished,South,No,4.42,2.72,2,41.9,4.7,8550,Owner,Yes,58200,123.95
PROP-10659,2025-06-03,Hyderabad,Kukatpally,Apartment,2,1113.9,823.2,,Ground,23,1,1,Furnished,East,Yes,6.49,10.85,1,30.1,7.6,4500,Owner,Yes,35400,98.38
PROP-10660,2025-12-09,Hyderabad,Gachibowli,Villa,2,1216.7,836.1,16,1st,3,3,1,Semi-Furnished,East,Yes,2.68,22.27,1,70.1,5.6,5820,Owner,Yes,48100,106.84
PROP-10661,2025-07-11,Delhi NCR,Faridabad,Apartment,4,1553.8,1208.5,4,1st,12,5,2,Unfurnished,West,Yes,7.14,12.0,10,,6.0,3150,Owner,Yes,46100,135.79
PROP-10662,2026-01-10,Hyderabad,Manikonda,Apartment,4,2304.6,1614.7,14,Ground,1,4,1,Furnished,North,Yes,0.2,5.49,1,27.2,4.6,10950,Owner,No,81500,200.77
PROP-10663,2025-08-10,Bengaluru,Whitefield,Apartment,2,884.9,614.7,16,18,21,2,2,Semi-Furnished,South-East,Yes,1.87,19.21,11,89.5,9.1,2820,Builder,Yes,39100,91.37
PROP-10664,2025-08-05,Hyderabad,Manikonda,Apartment,2,1016.1,784.0,,2nd,7,2,1,Unfurnished,North-East,Yes,10.74,12.49,3,50.0,10,2240,Builder,Yes,42400,112.99
PROP-10665,2026-01-17,Delhi NCR,Ghaziabad,Villa,2,1517.0,1189.2,6,Ground,1,1,1,Semi-Furnished,North,Yes,4.38,9.62,2,53.7,8.8,4940,Broker,Yes,34800,171.51
PROP-10666,2026-03-02,Hyderabad,Gachibowli,Apartment,4,2376.5,1790.2,9,2,4,5,1,Furnished,West,Yes,4.95,6.07,9,54.7,6.2,5340,Builder,Yes,76900,177.22
PROP-10667,2026-03-06,Chennai,OMR,Apartment,2,758.1,537.2,0,13,34,1,3,Unfurnished,South,No,4.49,1.0,1,30.4,4.3,1920,Builder,Yes,29500,69.11
PROP-10668,2025-07-21,Pune,Wakad,Independent House,2,1048.8,896.2,0,1st,1,2,2,Unfurnished,North-East,No,9.89,11.9,9,46.3,4.9,3030,Owner,Yes,27400,106.96
PROP-10669,2025-09-30,Pune,Kharadi,Villa,4,2013.3,1588.1,15,Ground,2,4,1,Semi-Furnished,North,Yes,7.29,12.45,12,34.6,7.8,9870,Owner,Yes,64300,179.09
PROP-10670,2025-10-16,Pune,Hinjewadi,Apartment,3,1749.6,1500.3,20,4,27,3,2,Furnished,South-East,Yes,,4.95,4,27.7,7.7,8430,Broker,Yes,66200,142.77
PROP-10671,2026-05-27,Delhi NCR,Noida,Independent House,3,1415.0,1024.7,13,Ground,1,2,0,Furnished,South-East,Yes,,17.28,11,38.6,10,6680,Owner,Yes,54200,120.35
PROP-10672,2025-01-09,Delhi NCR,Dwarka,Villa,5,3206.7,2709.4,6,2,4,5,1,Furnished,North-East,No,6.69,4.12,6,61.6,6.1,7300,Owner,Yes,110800,313.28
PROP-10673,2025-10-20,Delhi NCR,Ghaziabad,Independent House,2,1197.3,978.1,13,2,3,2,1,Semi-Furnished,North,No,,21.17,4,52.0,7.2,5400,Broker,Yes,36500,99.77
PROP-10674,2025-12-31,Pune,Kharadi,Apartment,4,,1639.3,12,6,20,3,1,Semi-Furnished,South-East,No,2.25,16.18,10,82.3,6.1,8220,Broker,Yes,54600,130.44
PROP-10675,2025-01-26,Hyderabad,Gachibowli,Apartment,3,963.4,751.7,15,5,14,3,2,Unfurnished,North-East,No,4.41,26.97,10,56.5,4.2,2310,Builder,No,37400,61.82
PROP-10676,2025-02-16,Chennai,Velachery,Apartment,2,1141.7,869.5,2,3,13,1,1,Unfurnished,North,No,3.24,8.97,2,31.1,7.5,2530,Broker,Yes,36800,67.96
